WigleWifi-1.4,appRelease=v2.55 Escape Edition,model=ESP32 Marauder,release=v2.55 Escape Edition,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
F8:1A:67:40:7F:30,Parc auto,[WPA_WPA2_PSK],2025-6-7 4:51:26,11,-90,45.0926094,24.3834953,222.80,4.50,WIFI
62:A4:B7:21:1E:72,,[WPA2_PSK],2017-56-30 4:51:30,1,-94,45.0932846,24.3831997,223.00,4.50,WIFI
62:5F:67:09:55:70,Cosmin 2.4G,[WPA2_PSK],2025-6-7 4:51:32,3,-95,45.0936394,24.3831024,223.60,4.50,WIFI
22:3B:F3:5B:BA:CD,,[WPA2_PSK],2025-6-7 4:51:35,6,-92,45.0941658,24.3828888,223.40,4.50,WIFI
98:BA:5F:9F:AA:4E,DIGI-DpJ7,[WPA_WPA2_PSK],2025-6-7 4:51:37,8,-89,45.0945244,24.3827534,223.10,4.50,WIFI
08:3F:BC:E9:DD:F7,DIGI-01062731,[WPA_WPA2_PSK],2025-6-7 4:51:37,8,-95,45.0945244,24.3827534,223.10,4.50,WIFI
80:8C:97:2E:F3:FA,Denis,[WPA_WPA2_PSK],2025-6-7 4:51:39,10,-92,45.0948601,24.3826580,222.70,4.50,WIFI
08:F6:06:84:82:FB,DIGI_8482fb,[WPA_WPA2_PSK],2025-6-7 4:51:40,11,-82,45.0950279,24.3826160,222.50,4.50,WIFI
E2:BB:9E:C1:3B:30,DIRECT-9E-EPSON-C1BB30,[WPA2_PSK],2025-6-7 4:51:40,11,-94,45.0950279,24.3826160,222.50,4.50,WIFI
06:5A:FF:82:A2:AD,Yusuf Demirkol ,[WPA2_PSK],2025-6-7 4:51:44,1,-97,45.0957031,24.3824558,222.80,4.50,WIFI
C8:98:28:5D:94:41,DIGI-35ZS,[WPA2_PSK],2025-6-7 4:51:45,2,-89,45.0958710,24.3824158,223.10,4.50,WIFI
7A:48:B8:78:D9:74,Adrian,[WPA2_PSK],2025-6-7 4:51:49,6,-85,45.0965652,24.3822441,224.00,4.50,WIFI
7A:48:B8:78:D9:75,,[WPA2_PSK],2025-6-7 4:51:49,6,-86,45.0965652,24.3822441,224.00,4.50,WIFI
82:27:F5:AC:D9:7C,TPLINK-CATA,[WPA2_PSK],2025-6-7 4:51:49,6,-92,45.0965652,24.3822441,224.00,4.50,WIFI
04:8D:38:79:2D:03,NETIS-ALIN,[WPA_WPA2_PSK],2025-6-7 4:51:50,7,-96,45.0967331,24.3822021,224.10,4.50,WIFI
7C:FD:FD:66:7A:A1,DIGI-gFz3,[WPA_WPA2_PSK],2025-6-7 4:51:53,10,-76,45.0972214,24.3820801,224.20,4.50,WIFI
80:8C:97:2E:8A:82,DIGI-24-2E8A82,[WPA2_PSK],2025-6-7 4:51:54,11,-76,45.0973854,24.3820438,224.50,4.50,WIFI
3C:54:47:FB:85:04,SUN2000-HV22B0005306,[WPA2_PSK],2025-6-7 4:51:54,11,-87,45.0973854,24.3820438,224.50,4.50,WIFI
68:B8:6B:52:D8:41,DIGI-5Wc5,[WPA_WPA2_PSK],2025-6-7 4:51:56,13,-92,45.0976982,24.3820038,225.40,4.50,WIFI
7C:FD:FD:6F:89:61,LIVIU,[WPA_WPA2_PSK],2025-6-7 4:51:56,13,-94,45.0976982,24.3820038,225.40,4.50,WIFI
04:8D:38:34:78:DF,acasa,[WPA_WPA2_PSK],2025-6-7 4:51:59,2,-94,45.0981674,24.3820877,227.40,4.50,WIFI
CA:2C:4F:AC:6C:89,HiSmart-01-ca2c4fac6c89,[OPEN],2025-6-7 4:52:0,3,-82,45.0983162,24.3821468,227.70,4.50,WIFI
D8:32:14:2E:3A:71,Tenda_2E3A70,[WPA_WPA2_PSK],2025-6-7 4:52:0,3,-86,45.0983162,24.3821468,227.70,4.50,WIFI
7C:FD:FD:70:26:A1,DIGI-2wCT,[WPA_WPA2_PSK],2025-6-7 4:52:9,12,-78,45.0996208,24.3823719,229.10,4.50,WIFI
AC:CC:36:51:A2:C1,DIGI-xHY4,[WPA_WPA2_PSK],2025-6-7 4:52:10,13,-96,45.0997581,24.3823795,229.20,4.50,WIFI
A0:76:4E:87:88:FD,Wifi_SRERLGFQ2X,[OPEN],2025-6-7 4:52:12,1,-90,45.1000175,24.3823967,230.00,4.50,WIFI
82:27:F5:AC:F9:58,TP-Link_F960,[WPA2_PSK],2025-6-7 4:52:14,2,-86,45.1002579,24.3824100,230.30,4.50,WIFI
82:27:F5:AC:F9:59,,[WPA2_PSK],2025-6-7 4:52:14,2,-87,45.1002579,24.3824100,230.30,4.50,WIFI
62:EB:B6:36:ED:70,TP-Link_ED78,[WPA2_PSK],2025-6-7 4:52:15,3,-84,45.1003761,24.3824158,230.60,4.50,WIFI
70:D6:1E:FA:9B:41,DIGI-f7Zp,[WPA_WPA2_PSK],2025-6-7 4:52:16,4,-87,45.1004868,24.3824272,230.60,4.50,WIFI
9C:A2:F4:CF:DD:3C,Vasiloni Exterior,[WPA_WPA2_PSK],2025-6-7 4:52:18,6,-91,45.1007080,24.3824635,231.00,4.50,WIFI
00:EB:D8:E9:A6:C0,NIKooo,[WPA2_PSK],2025-6-7 4:52:20,8,-94,45.1009369,24.3825302,231.30,4.50,WIFI
A4:00:E2:D7:3B:78,DIGI-8xVk,[WPA_WPA2_PSK],2025-6-7 4:52:23,11,-89,45.1013031,24.3826714,232.30,4.75,WIFI
70:4F:57:68:B2:B1,INVERTOR,[WPA_WPA2_PSK],2025-6-7 4:52:23,11,-90,45.1013031,24.3826714,232.30,4.75,WIFI
38:6B:1C:A9:3C:5E,REBECA,[WPA_WPA2_PSK],2025-6-7 4:52:23,11,-96,45.1013031,24.3826714,232.30,4.75,WIFI
64:66:B3:B0:07:9C,Erick-Casa2,[WPA_WPA2_PSK],2025-6-7 4:52:23,11,-96,45.1013031,24.3826714,232.30,4.75,WIFI
B8:DD:71:E2:C9:B4,DIGI_e2c9b4,[WPA_WPA2_PSK],2025-6-7 4:52:30,4,-97,45.1022224,24.3832111,232.40,4.50,WIFI
82:5A:B0:B9:AC:0C,TP-Link_AC0C,[WPA2_PSK],2025-6-7 4:52:32,6,-87,45.1024551,24.3834171,232.20,4.50,WIFI
82:5A:B0:B9:AC:0D,,[WPA2_PSK],2025-6-7 4:52:32,6,-89,45.1024551,24.3834171,232.20,4.50,WIFI
AC:9E:17:43:60:F8,VASILONI,[WPA2_PSK],2025-6-7 4:52:32,6,-96,45.1024551,24.3834171,232.20,4.50,WIFI
7A:A2:F4:8B:8C:F9,,[WPA2_PSK],2025-6-7 4:52:36,10,-95,45.1028633,24.3838634,232.60,4.50,WIFI
50:D4:F7:BB:B9:40,TP-Link_B940,[WPA2_PSK],2025-6-7 4:52:36,10,-96,45.1028633,24.3838634,232.60,4.50,WIFI
4A:22:54:61:BF:45,,[WPA2_PSK],2025-6-7 4:52:36,10,-96,45.1028633,24.3838634,232.60,4.50,WIFI
02:5F:67:A0:3A:0B,,[WPA2_PSK],2025-6-7 4:52:37,11,-96,45.1029587,24.3839684,232.30,4.50,WIFI
58:6D:8F:00:52:F5,DIGI WIFI 2.4 Web Login,[OPEN],2025-6-7 4:52:40,1,-94,45.1032143,24.3842564,230.40,4.50,WIFI
B0:4E:26:AE:89:03,Bulevard 2,[WPA2_PSK],2025-6-7 4:52:44,4,-91,45.1035347,24.3845997,230.50,4.50,WIFI
D0:C6:5B:05:41:DC,DIGI-86Vp,[WPA_WPA2_PSK],2025-6-7 4:52:45,5,-94,45.1035957,24.3846588,230.70,4.50,WIFI
66:4E:D7:60:31:0B,DIRECT-0b-HP M110 LaserJet,[WPA2_PSK],2025-6-7 4:52:46,6,-83,45.1036339,24.3847027,230.30,4.50,WIFI
E8:48:B8:EA:0E:F9,TP-Link_0EF9,[WPA2_PSK],2025-6-7 4:52:47,7,-91,45.1036568,24.3847408,230.50,4.50,WIFI
EA:48:B8:AA:0E:F9,,[WPA_WPA2_PSK],2025-6-7 4:52:47,7,-91,45.1036568,24.3847408,230.50,4.50,WIFI
3A:60:F9:13:9C:BE,,[WPA2_PSK],2025-6-7 4:52:48,8,-94,45.1036758,24.3847847,230.90,4.50,WIFI
04:D9:F5:2E:E6:51,RELAX 2.4G,[WPA2_PSK],2025-6-7 4:52:49,9,-86,45.1036987,24.3848362,230.70,4.75,WIFI
B0:4E:26:9E:DA:11,TP-Link_DA11,[WPA2_PSK],2025-6-7 4:52:51,11,-92,45.1037674,24.3849449,231.20,4.75,WIFI
80:8C:97:2D:E2:B7,ACASA,[WPA_WPA2_PSK],2025-6-7 4:53:0,6,-93,45.1045265,24.3852978,234.00,4.50,WIFI
34:60:F9:13:3F:F6,Spataru’s Network,[WPA2_PSK],2025-6-7 4:53:2,8,-92,45.1047630,24.3854275,234.30,4.50,WIFI
34:60:F9:13:5B:DA,Spataru’s Network,[WPA2_PSK],2025-6-7 4:53:2,8,-94,45.1047630,24.3854275,234.30,4.50,WIFI
0C:80:63:CC:5F:2A,TP-Link_5F2A,[WPA2_PSK],2025-6-7 4:53:5,11,-87,45.1051292,24.3856258,234.20,4.75,WIFI
80:1F:02:4A:56:A8,Dany,[WPA2_PSK],2025-6-7 4:53:5,11,-96,45.1051292,24.3856258,234.20,4.75,WIFI
48:DB:50:19:EB:B3,Orange-5019EBB3,[WPA2_PSK],2025-6-7 4:53:7,13,-79,45.1053505,24.3857403,234.10,4.50,WIFI
14:18:2A:35:56:71,DIGI-qA3H,[WPA_WPA2_PSK],2025-6-7 4:53:7,13,-92,45.1053505,24.3857403,234.10,4.50,WIFI
28:F8:D6:BA:3E:F1,DIGI-bC9q,[WPA_WPA2_PSK],2025-6-7 4:53:8,1,-93,45.1054687,24.3857994,233.80,4.50,WIFI
BC:98:89:5B:31:BB,DIGI_0c2590,[WPA2_PSK],2025-6-7 4:53:8,1,-93,45.1054687,24.3857994,233.80,4.50,WIFI
68:FF:7B:3A:A2:63,TP-Link_A263,[WPA2_PSK],2025-6-7 4:53:13,5,-94,45.1061058,24.3861237,234.30,4.50,WIFI
74:FE:CE:77:F7:88,TP-Link_F788,[WPA2_PSK],2025-6-7 4:53:14,6,-91,45.1062508,24.3862000,234.30,4.50,WIFI
60:7E:CD:B6:2F:90,DIGI-pBRk,[WPA_WPA2_PSK],2025-6-7 4:53:18,10,-92,45.1068382,24.3864784,234.00,4.50,WIFI
F4:91:1E:C3:60:2D,1ec3602d,[WPA2_PSK],2025-6-7 4:53:22,1,-87,45.1074600,24.3867264,234.50,4.50,WIFI
F6:09:0D:95:AD:0A,Annabella,[WPA2_PSK],2025-6-7 4:53:22,1,-93,45.1074600,24.3867264,234.50,4.50,WIFI
72:A2:F4:89:BD:49,,[WPA2_PSK],2025-6-7 4:53:29,7,-80,45.1085434,24.3869495,236.40,4.50,WIFI
72:A2:F4:89:BD:48,TP-Link_BD50,[WPA2_PSK],2025-6-7 4:53:29,7,-82,45.1085434,24.3869495,236.40,4.50,WIFI
F0:09:0D:97:19:BC,TP-Link_19BC,[WPA2_PSK],2025-6-7 4:53:32,10,-91,45.1090508,24.3869858,238.50,4.50,WIFI
F2:09:0D:A7:19:BC,,[WPA2_PSK],2025-6-7 4:53:32,10,-92,45.1090508,24.3869858,238.50,4.50,WIFI
82:02:10:04:93:30,ST-002B107CF4,[WPA2_PSK],2025-6-7 4:53:33,11,-84,45.1092224,24.3869877,239.30,4.50,WIFI
CE:50:E3:13:7E:7D,RHX-W4@137E7D,[OPEN],2025-6-7 4:53:36,1,-94,45.1097107,24.3869724,241.10,4.50,WIFI
12:80:63:E4:98:D9,,[WPA2_PSK],2025-6-7 4:53:43,7,-91,45.1107750,24.3868561,242.10,4.50,WIFI
0C:80:63:E4:98:D9,NMK,[WPA_WPA2_PSK],2025-6-7 4:53:43,7,-94,45.1107750,24.3868561,242.10,4.50,WIFI
4A:8F:4C:FE:85:70,DIGI-aN33-2.4G-ext,[WPA2_PSK],2025-6-7 4:53:45,9,-88,45.1110764,24.3868160,242.10,4.50,WIFI
7C:FD:FD:70:EE:81,DIGI-aN33,[WPA_WPA2_PSK],2025-6-7 4:53:45,9,-89,45.1110764,24.3868160,242.10,4.50,WIFI
28:F8:D6:E5:56:21,Digi_Vlad,[WPA_WPA2_PSK],2025-6-7 4:53:48,12,-91,45.1115532,24.3867683,243.00,4.50,WIFI
14:18:2A:38:2B:01,DIGI-mA6S,[WPA_WPA2_PSK],2025-6-7 4:53:49,13,-93,45.1116982,24.3867474,242.70,4.50,WIFI
14:CC:20:E2:45:44,TP-LINK_VLAD,[WPA_WPA2_PSK],2025-6-7 4:53:49,1,-92,45.1116982,24.3867474,242.70,4.50,WIFI
30:16:9D:52:00:AA,TP-LINK_VLAD_EXT,[WPA_WPA2_PSK],2025-6-7 4:53:49,1,-93,45.1116982,24.3867474,242.70,4.50,WIFI
70:4F:57:F7:E9:45,DivaniSofa ,[WPA_WPA2_PSK],2025-6-7 4:53:49,1,-95,45.1116982,24.3867474,242.70,4.50,WIFI
E8:DE:27:DF:D7:A0,VilaD,[WPA_WPA2_PSK],2025-6-7 4:53:52,2,-96,45.1121445,24.3866920,242.50,4.50,WIFI
60:83:E7:FC:0B:BD,Killionaire,[WPA2_PSK],2025-6-7 4:53:59,9,-82,45.1130829,24.3865757,242.90,4.50,WIFI
04:95:E6:C4:E3:51,Tenda_C4E350,[WPA_WPA2_PSK],2025-6-7 4:54:0,10,-84,45.1132088,24.3865604,243.00,4.50,WIFI
A8:42:A1:F5:73:E7,DIGI-mA6S_EXT,[WPA2_PSK],2025-6-7 4:54:3,13,-94,45.1136169,24.3865089,243.00,4.50,WIFI
48:E7:DA:E6:06:A3,CASWIFI_214127189,[WPA2_PSK],2025-6-7 4:54:3,1,-88,45.1136169,24.3865089,243.00,4.50,WIFI
9E:93:4E:79:5A:04,DIRECT-PWWorkCentre 3345,[WPA2_PSK],2025-6-7 4:54:3,1,-93,45.1136169,24.3865089,243.00,4.50,WIFI
14:EB:B6:8B:FC:DA,TP-Link_BDA4,[WPA2_PSK],2025-6-7 4:54:6,2,-93,45.1140709,24.3864498,242.30,4.50,WIFI
F0:A7:31:1E:31:48,MERCUSYS_87E4_EXT,[WPA2_PSK],2025-6-7 4:54:7,3,-87,45.1142349,24.3864288,242.10,4.50,WIFI
E8:48:B8:42:5A:B7,DATUS,[WPA2_PSK],2025-6-7 4:54:9,5,-90,45.1145706,24.3863888,241.70,4.50,WIFI
98:DE:D0:F0:8D:E4,TP-LINK_8DE4,[WPA2_PSK],2025-6-7 4:54:10,6,-97,45.1147423,24.3863678,241.60,4.50,WIFI
14:18:2A:38:18:51,DIGI-J7cc,[WPA_WPA2_PSK],2025-6-7 4:54:12,8,-73,45.1150970,24.3863201,241.10,4.50,WIFI
14:22:33:D6:04:90,DIGI_d60490,[WPA2_PSK],2025-6-7 4:54:13,9,-87,45.1152725,24.3862953,241.20,4.50,WIFI
C0:25:2F:7E:93:86,MERCUSYS_9386,[OPEN],2025-6-7 4:54:14,10,-77,45.1154442,24.3862762,240.80,4.50,WIFI
DE:CD:2F:B0:5F:66,DIRECT-8Q-EPSON-L4260 Series,[WPA2_PSK],2025-6-7 4:54:14,10,-93,45.1154442,24.3862762,240.80,4.50,WIFI
A0:A8:90:15:A8:6B,4G-CPE-A86B,[WPA2_PSK],2025-6-7 4:54:15,11,-82,45.1156120,24.3862534,240.60,4.50,WIFI
00:0F:94:F9:3F:24,GNX05B35B,[WPA2_PSK],2025-6-7 4:54:15,11,-94,45.1156120,24.3862534,240.60,4.50,WIFI
C4:6E:1F:57:E5:F0,Adi si Nicu (2.4GHz),[WPA2_PSK],2025-6-7 4:54:17,13,-93,45.1159439,24.3861847,240.10,4.50,WIFI
E4:A7:C5:6F:07:23,Orange-C56F0723,[WPA2_PSK],2025-6-7 4:54:19,1,-82,45.1162720,24.3860722,240.10,4.50,WIFI
BC:30:7D:BD:DA:B1,RM_AMB,[WPA_WPA2_PSK],2025-6-7 4:54:19,1,-87,45.1162720,24.3860722,240.10,4.50,WIFI
04:95:E6:F7:E2:C9,ITP_2.4G_EXT,[WPA_WPA2_PSK],2025-6-7 4:54:20,2,-66,45.1164284,24.3859959,239.30,4.50,WIFI
40:B8:9A:C1:42:64,HP-Print-64-LaserJet Pro MFP,[OPEN],2025-6-7 4:54:20,2,-79,45.1164284,24.3859959,239.30,4.50,WIFI
82:A2:F4:8B:34:90,Cristi,[WPA2_PSK],2025-6-7 4:54:21,3,-92,45.1165771,24.3859043,239.20,4.50,WIFI
14:EB:B6:17:FB:05,DIGI-RHRK_EXT,[WPA2_PSK],2025-6-7 4:54:22,4,-82,45.1167297,24.3857956,239.20,4.50,WIFI
1C:61:B4:F4:07:14,TP-Link_A984,[WPA2_PSK],2025-6-7 4:54:22,4,-91,45.1167297,24.3857956,239.20,4.50,WIFI
00:EB:D8:E9:A7:0E,DIGI-RHRK,[WPA2_PSK],2025-6-7 4:54:22,4,-95,45.1167297,24.3857956,239.20,4.50,WIFI
1E:61:B4:AE:A9:84,,[WPA_WPA2_PSK],2025-6-7 4:54:22,4,-97,45.1167297,24.3857956,239.20,4.50,WIFI
14:18:2A:39:19:41,CipiDIGI,[WPA_WPA2_PSK],2025-6-7 4:54:23,5,-79,45.1168709,24.3856773,239.30,4.50,WIFI
FA:8F:CA:51:14:A2,sara’s room TV.v_,[OPEN],2025-6-7 4:54:24,6,-92,45.1170158,24.3855515,239.60,4.50,WIFI
7A:FE:CE:4A:BD:3A,,[WPA2_PSK],2025-6-7 4:54:25,7,-92,45.1171532,24.3854198,239.70,4.50,WIFI
D8:07:B6:E1:CC:FA,Duba filaj 0864,[WPA_WPA2_PSK],2025-6-7 4:54:27,9,-83,45.1174240,24.3851433,239.80,4.50,WIFI
50:0F:F5:1E:D6:A9,Duba filaj 0864,[WPA_WPA2_PSK],2025-6-7 4:54:27,9,-85,45.1174240,24.3851433,239.80,4.50,WIFI
58:16:D7:0F:7E:7B,,[WPA2_PSK],2025-6-7 4:54:33,1,-79,45.1182404,24.3843040,240.70,4.50,WIFI
40:D6:3C:26:BD:66,,[WPA2_PSK],2025-6-7 4:54:33,1,-84,45.1182404,24.3843040,240.70,4.50,WIFI
50:33:8B:2D:5D:77,Bose ST 30 (3A08EA),[OPEN],2025-6-7 4:54:33,1,-89,45.1182404,24.3843040,240.70,4.50,WIFI
D0:17:C2:65:7D:70,ASUSPRO,[WPA2_PSK],2025-6-7 4:54:33,1,-91,45.1182404,24.3843040,240.70,4.50,WIFI
CC:32:E5:B3:69:72,Mototinat,[WPA2_PSK],2025-6-7 4:54:38,5,-75,45.1189270,24.3836040,242.50,4.50,WIFI
D2:32:E5:B3:69:72,,[WPA2_PSK],2025-6-7 4:54:38,5,-81,45.1189270,24.3836040,242.50,4.50,WIFI
14:18:2A:33:60:C1,DIGI-X6cs,[WPA_WPA2_PSK],2025-6-7 4:54:38,5,-84,45.1189270,24.3836040,242.50,4.50,WIFI
02:93:7C:8D:6A:25,NSignBAT,[WPA2_PSK],2025-6-7 4:54:40,7,-93,45.1192017,24.3833141,243.60,4.50,WIFI
42:A1:6A:9F:BF:3A,Galaxy A04s 15C7,[WPA2_PSK],2025-6-7 4:54:44,11,-74,45.1197739,24.3827267,244.00,4.50,WIFI
92:3C:9A:D1:B9:6B,Pixel_4864,[WPA2_WPA3_PSK],2025-6-7 4:54:44,11,-87,45.1197739,24.3827267,244.00,4.50,WIFI
3C:08:F6:BF:0A:61,MAVINET-Guest,[WPA2_PSK],2025-6-7 4:54:44,11,-91,45.1197739,24.3827267,244.00,4.50,WIFI
3C:08:F6:BF:0A:60,MAVINET,[WPA2],2025-6-7 4:54:44,11,-92,45.1197739,24.3827267,244.00,4.50,WIFI
EC:08:6B:37:99:AC,DAVVERO,[WPA2_PSK],2025-6-7 4:54:45,12,-96,45.1199112,24.3825722,244.10,4.50,WIFI
1C:3B:F3:96:E0:E5,DAVVERO_EXT,[WPA_WPA2_PSK],2025-6-7 4:54:45,12,-96,45.1199112,24.3825722,244.10,4.50,WIFI
70:D6:1E:F3:61:21,DIACONESCU,[WPA_WPA2_PSK],2025-6-7 4:54:45,13,-87,45.1199112,24.3825722,244.30,4.50,WIFI
4C:F5:DC:E5:8D:FB,NVRG55700175,[WPA2_PSK],2025-6-7 4:54:47,1,-93,45.1201897,24.3822632,244.10,4.50,WIFI
90:F8:91:21:DC:DD,DIGI-24-21DCDD,[WPA2_PSK],2025-6-7 4:54:52,5,-86,45.1208649,24.3814697,245.70,4.50,WIFI
7C:FD:FD:6C:F0:A1,DIGI-k9Up,[WPA_WPA2_PSK],2025-6-7 4:54:52,5,-91,45.1208649,24.3814697,245.70,4.50,WIFI
BE:EE:7B:70:8D:7E,ASUS_Guest1,[WEP],2025-6-7 4:54:53,6,-81,45.1209984,24.3813076,246.00,4.50,WIFI
BC:EE:7B:70:8D:7D,ADRIAN,[WPA2_PSK],2025-6-7 4:54:53,6,-83,45.1209984,24.3813076,246.00,4.50,WIFI
BC:98:89:0E:55:6B,DIGI_4f6320,[WPA2_PSK],2025-6-7 4:54:58,11,-87,45.1216202,24.3804283,249.50,4.25,WIFI
08:60:6E:5F:BA:34,ASUS,[OPEN],2025-6-7 4:55:1,1,-97,45.1218109,24.3797760,251.90,4.25,WIFI
AC:CC:36:50:83:41,DIGI-27Uc,[WPA_WPA2_PSK],2025-6-7 4:55:22,7,-91,45.1198883,24.3752632,252.60,4.25,WIFI
28:F8:D6:C3:94:51,DIGI-d9dN,[WPA_WPA2_PSK],2025-6-7 4:55:23,8,-94,45.1197853,24.3750286,252.40,4.25,WIFI
14:18:2A:3F:B4:31,DIGI-Ww7c,[WPA_WPA2_PSK],2025-6-7 4:55:28,13,-95,45.1194305,24.3737621,252.70,4.25,WIFI
E8:6E:44:08:E9:70,DIGI-KY5y,[WPA2_PSK],2025-6-7 4:55:29,1,-98,45.1194229,24.3735275,252.70,4.25,WIFI
00:EB:D8:92:E4:72,LaBenone5Ghz_EXT,[WPA_WPA2_PSK],2025-6-7 4:55:30,2,-96,45.1194191,24.3732986,255.10,4.25,WIFI
C4:6E:1F:2D:59:E6,FLORI,[WPA_WPA2_PSK],2025-6-7 4:55:31,3,-90,45.1194000,24.3730507,255.70,4.25,WIFI
90:F8:91:23:E0:FF,DIGI-24-23E0FF,[WPA2_PSK],2025-6-7 4:55:31,3,-95,45.1194000,24.3730507,255.70,4.25,WIFI
14:22:33:01:90:68,DIGI_019068,[WPA2_PSK],2025-6-7 4:55:33,5,-94,45.1194000,24.3725643,256.40,4.25,WIFI
68:B8:6B:52:C3:01,DIGI-2aRR,[WPA_WPA2_PSK],2025-6-7 4:55:34,6,-91,45.1194115,24.3723278,256.70,4.25,WIFI
A2:46:A1:F9:13:C5,,[WPA2_PSK],2025-6-7 4:55:35,7,-93,45.1194649,24.3721085,258.10,4.25,WIFI
70:D6:1E:F1:A3:31,DIGI-6Zgq,[WPA_WPA2_PSK],2025-6-7 4:55:39,11,-89,45.1197281,24.3712521,259.20,4.25,WIFI
6C:5A:B0:B6:76:32,FLY-Mecanica,[WPA_WPA2_PSK],2025-6-7 4:55:39,11,-97,45.1197281,24.3712521,259.20,4.25,WIFI
36:0A:33:93:10:89,DLinkVic,[WPA2_PSK],2025-6-7 4:55:41,13,-89,45.1199226,24.3708458,260.30,4.25,WIFI
0C:0E:76:DB:5A:DB,DIR-825-5AD8,[WPA2_PSK],2025-6-7 4:55:41,13,-96,45.1199226,24.3708458,260.30,4.25,WIFI
34:60:F9:CD:49:82,Flamicom Intern,[WPA2_PSK],2025-6-7 4:55:43,1,-97,45.1201210,24.3704872,260.40,4.25,WIFI
DC:62:79:11:D5:58,Portal S111,[WPA2_PSK],2025-6-7 4:55:46,3,-89,45.1204605,24.3700542,260.40,4.25,WIFI
82:A6:E6:A5:E1:44,TP-Link_E144,[WPA2_PSK],2025-6-7 4:55:49,6,-76,45.1207504,24.3697567,261.50,4.25,WIFI
82:A6:E6:A5:E1:45,,[WPA2_PSK],2025-6-7 4:55:49,6,-78,45.1207504,24.3697567,261.50,4.25,WIFI
C2:06:C3:25:57:88,,[WPA_WPA2_PSK],2025-6-7 4:55:53,10,-84,45.1210861,24.3695049,262.40,4.25,WIFI
C0:06:C3:65:57:88,TP-Link_5788,[WPA_WPA2_PSK],2025-6-7 4:55:53,10,-88,45.1210861,24.3695049,262.40,4.25,WIFI
C0:4A:00:CC:B0:50,TP-LINK_CCB050,[WPA2_PSK],2025-6-7 4:55:53,10,-96,45.1210861,24.3695049,262.40,4.25,WIFI
50:D4:F7:67:D5:45,Oxygen Arena 2G,[WPA2_PSK],2025-6-7 4:55:54,11,-88,45.1211510,24.3694839,262.80,4.25,WIFI
56:D4:F7:67:D5:45,,[WPA2_PSK],2025-6-7 4:55:54,11,-91,45.1211510,24.3694839,262.80,4.25,WIFI
22:C2:09:55:E0:B0,B530_E055,[WPA2_PSK],2025-6-7 4:55:54,11,-95,45.1211510,24.3694839,262.80,4.25,WIFI
BC:98:89:A4:20:87,DIGI_589208,[WPA2_PSK],2025-6-7 4:55:57,1,-96,45.1213531,24.3694935,262.30,4.25,WIFI
74:67:F7:8A:AD:90,DepozitAIB,[WPA_WPA2_PSK],2025-6-7 4:56:3,6,-93,45.1217918,24.3692074,261.80,4.25,WIFI
2C:D1:C6:98:98:71,MB Hotspot 85551,[WPA2_PSK],2025-6-7 4:56:8,11,-66,45.1223106,24.3689785,261.00,4.25,WIFI
D8:32:14:DD:F5:C1,Tenda_DDF5C0,[WPA_WPA2_PSK],2025-6-7 4:56:8,11,-81,45.1223106,24.3689785,261.00,4.25,WIFI
80:8C:97:31:8B:24,DIGI,[WPA_WPA2_PSK],2025-6-7 4:56:8,11,-85,45.1223106,24.3689785,261.00,4.25,WIFI
02:EC:DA:35:6D:F7,RomLelie Guest,[WPA2_PSK],2025-6-7 4:56:8,11,-92,45.1223106,24.3689785,261.00,4.25,WIFI
06:EC:DA:35:6D:F7,RomLelie,[WPA2_PSK],2025-6-7 4:56:8,11,-92,45.1223106,24.3689785,261.00,4.25,WIFI
9C:05:D6:BD:61:96,Dispecerat_CNG,[WPA2_PSK],2025-6-7 4:56:8,11,-93,45.1223106,24.3689785,261.00,4.25,WIFI
74:67:F7:8A:1A:70,DepozitAIB,[WPA_WPA2_PSK],2025-6-7 4:56:11,1,-88,45.1226883,24.3688183,260.50,4.25,WIFI
BC:98:89:C4:8B:EB,Wifi,[WPA2_PSK],2025-6-7 4:56:11,1,-91,45.1226883,24.3688183,260.50,4.25,WIFI
18:A6:F7:74:38:BF,Home_2.4G,[WPA_WPA2_PSK],2025-6-7 4:56:17,6,-86,45.1234818,24.3684883,260.20,4.25,WIFI
A4:71:74:A5:04:C1,HUAWEI P9 lite,[WPA2_PSK],2025-6-7 4:56:17,6,-88,45.1234818,24.3684883,260.20,4.25,WIFI
7C:94:9F:0E:57:60,70mai_A800S_2.4G_5760,[WPA_WPA2_PSK],2025-6-7 4:56:18,7,-74,45.1236191,24.3684368,260.00,4.25,WIFI
48:43:5A:5A:44:F8,HUAWEI-v7eT,[WPA_WPA2_PSK],2025-6-7 4:56:19,8,-91,45.1237564,24.3683815,259.80,4.25,WIFI
34:0A:33:D3:93:91,BardiOffice,[WPA_WPA2_PSK],2025-6-7 4:56:23,12,-84,45.1243286,24.3681545,259.80,4.25,WIFI
34:0A:33:D3:93:92,BAWH,[WPA_WPA2_PSK],2025-6-7 4:56:23,12,-84,45.1243286,24.3681545,259.80,4.25,WIFI
34:0A:33:D3:93:93,BAWHRO,[WPA_WPA2_PSK],2025-6-7 4:56:23,12,-84,45.1243286,24.3681545,259.80,4.25,WIFI
